Judul,Merek,Model_Detail,Harga,Tahun,Kilometer,Lokasi,UsiaMobil,Inflasi,HargaSekarang_DeflasiKeThnBuat,EstimasiHargaAwal_PadaThnBuat,EstimasiHargaAwal_NilaiSaatIni,DepresiasiRiilAbsolut_PerThn_PadaThnBuat,DepresiasiRiilNormal_PersenPerThn,DepresiasiAbsolut_PerThn_NilaiSaatIni
2014 Toyota Yaris 1.5 S TRD Sportivo Hatchback,Toyota,Yaris S TRD Sportivo,147000000.0,2014,92500,Jawa Timur,11,0.0639492540819922,138164484.2890896,440279856.7371013,468435425.1627653,27465033.85891016,6.238085490090909,29221402.28752412
2014 Toyota Kijang Innova 2.5 G MPV,Toyota,Kijang Innova G,250000000.0,2014,82500,Jawa Timur,11,0.0639492540819922,234973612.73654693,748775266.5596961,796658886.3312335,46709241.25664992,6.238085490090907,49696262.3937485
2008 Suzuki Swift 1.5 ST Hatchback,Suzuki,Swift ST,85000000.0,2008,182500,Jawa Timur,17,0.102266645473148,77113827.53808516,462391241.67860377,509678442.86123824,22663377.30238345,4.90134225296079,24981084.874190483
2017 BMW 730Li 2.0 Sedan,BMW,730Li,570000000.0,2017,32500,Jawa Timur,8,0.0380879806953157,549086407.5106733,1275559194.1850185,1324142668.1488698,90809098.33429316,7.1191598749999985,94267833.51860872
2014 Ford EcoSport 1.5 Titanium SUV,Ford,EcoSport Titanium,106000000.0,2014,92500,Jawa Timur,11,0.0639492540819922,99628811.8002959,317480713.02131116,337783367.804443,19804718.29281957,6.238085490090909,21071215.254949365
2019 Daihatsu Sigra 1.2 R Deluxe MPV,Daihatsu,Sigra R Deluxe,124000000.0,2019,117500,Jawa Timur,6,0.030305866496948698,120352609.87264042,226464668.462991,233327876.47170615,17685343.098391764,7.809316666666666,18221312.74528436
2010 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,137000000.0,2010,152500,Jawa Timur,15,0.0513420400767928,130309637.37547597,632905536.2888192,665400197.6977838,33506393.260889545,5.294059119369006,35226679.84651892
2016 Toyota Kijang Innova 2.0 V MPV,Toyota,Kijang Innova V,240000000.0,2016,42500,Jawa Timur,9,0.035258051568793,231826257.84587002,598384092.8089633,619481950.0111672,40728648.32923259,6.8064390111111095,42164661.11235191
2010 Daihatsu Gran Max 1.5 Mini Bus D PS Van,Daihatsu,Gran Max Mini Bus D PS,79000000.0,2010,152500,Jawa Timur,15,0.0513420400767928,75142053.6690701,364960126.7650855,383697924.21988994,19321204.873067696,5.294059119369007,20313194.947992664
2009 Honda CR-V 2.0 SUV,Honda,CR-V,115000000.0,2009,152500,Jawa Timur,16,0.0438641555014731,110167591.6295391,594529904.7054665,620608456.8957431,30272644.56724546,5.091862381967598,31600528.555983946
2013 Daihatsu Xenia 1.3 R MPV,Daihatsu,Xenia R,107000000.0,2013,127500,Jawa Timur,12,0.06412513301564181,100552084.22412778,356025384.16123563,378855559.2775198,21289441.661425654,5.979753862658333,22654629.93979332
2018 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,123000000.0,2018,122500,Jawa Timur,7,0.031983464156241,119187956.27269658,249192408.04758835,257162444.4983858,18572064.539270252,7.452901428571428,19166063.499769397
2022 Daihatsu Ayla 1.0 D Hatchback,Daihatsu,Ayla D,95000000.0,2022,37500,Jawa Timur,3,0.042094638340216504,91162545.61227767,125051502.89750022,130315500.68587103,11296319.095074182,9.033333333333331,11771833.561957011
2015 Nissan Grand Livina 1.5 SV MPV,Nissan,Grand Livina SV,114000000.0,2015,122500,Jawa Timur,10,0.0636312113115612,107180006.36651765,307389256.2321281,326948806.95033824,20020924.98656104,6.513215598999998,21294880.695033826
2021 Toyota Yaris 1.5 TRD Sportivo 3 AB Hatchback,Toyota,Yaris TRD Sportivo 3 AB,210000000.0,2021,32500,Jawa Timur,4,0.015601299052567299,206774056.11424926,315156311.71200925,320073159.5793325,27095563.899439998,8.5975,27518289.894833118
2017 Toyota Calya 1.2 G MPV,Toyota,Calya G,115000000.0,2017,117500,Jawa Timur,8,0.0380879806953157,110780590.98899549,257349661.98469675,267151590.94231588,18321133.874462657,7.1191598749999985,19018948.867789485
2013 Nissan Evalia 1.5 SV MPV,Nissan,Evalia SV,93000000.0,2013,142500,Jawa Timur,12,0.06412513301564181,87395736.75555032,309442623.6167749,329285673.0169098,18503907.238435384,5.979753862658333,19690472.751409147
2021 Daihatsu Terios 1.5 R Deluxe SUV,Daihatsu,Terios R Deluxe,200000000.0,2021,67500,Jawa Timur,4,0.015601299052567299,196927672.4897612,300148868.2971516,304831580.5517451,25805298.951847605,8.597499999999998,26207895.13793628
2019 Toyota Hilux 2.4 V Double Cab 4X4 Pickup,Toyota,Hilux V Double Cab 4X4,424000000.0,2019,42500,Jawa Timur,6,0.030305866496948698,411528278.9193511,774363059.9057112,797830803.4193823,60472463.49772668,7.809316666666666,62305133.90323039
2013 Toyota Alphard 2.4 S MPV,Toyota,Alphard S,250000000.0,2013,136000,DKI Jakarta,12,0.06412513301564181,234934776.22459763,831835009.7225132,885176540.3680371,49741686.12482629,5.979753862658332,52931378.36400309
2022 Honda BR-V 1.5 Prestige SUV,Honda,BR-V Prestige,215000000.0,2022,67500,Kalimantan Selatan,3,0.042094638340216504,206315234.8067337,283011296.03118473,294924554.1838134,25565353.741483677,9.03333333333333,26641518.06127113
2019 Toyota Rush 1.5 TRD Sportivo SUV,Toyota,Rush TRD Sportivo,195000000.0,2019,67500,DKI Jakarta,6,0.030305866496948698,189264184.88036194,356133954.4377681,366926902.5159895,27811628.259567693,7.809316666666666,28654483.752664912
2014 Mitsubishi Outlander Sport 2.0 PX SUV,Mitsubishi,Outlander Sport PX,150000000.0,2014,127500,DKI Jakarta,11,0.0639492540819922,140984167.64192817,449265159.9358177,477995331.79874015,28025544.753989957,6.238085490090908,29817757.436249103
2016 BMW X1 1.5 sDrive18i xLine SUV,BMW,X1 sDrive18i xLine,225000000.0,2016,89000,DKI Jakarta,9,0.035258051568793,217337116.73050314,560985087.0084032,580764328.1354693,38183107.80865556,6.806439011111111,39529369.79282992
2018 Honda City 1.5 E Sedan,Honda,City E,185000000.0,2018,57500,DKI Jakarta,7,0.031983464156241,179266438.29633224,374801589.3398686,386789042.5382225,27933593.00621948,7.452901428571426,28827006.076888926
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,143000000.0,2019,43000,DKI Jakarta,6,0.030305866496948698,138793735.57893208,261164899.92102993,269079728.5117256,20395194.05701631,7.809316666666666,21013288.0852876
2020 Toyota Avanza 1.3 Veloz MPV,Toyota,Avanza Veloz,170000000.0,2020,32500,DKI Jakarta,5,0.019209680056685,166795904.0484635,282470328.11472416,287896492.74331486,23134884.813252132,8.190199999999997,23579298.54866297
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,143000000.0,2019,63000,DKI Jakarta,6,0.030305866496948698,138793735.57893208,261164899.92102993,269079728.5117256,20395194.05701631,7.809316666666666,21013288.0852876
2019 Mercedes-Benz C200 1.5 EQ Boost Avantgarde Line Sedan,Mercedes-Benz,C200 EQ Boost Avantgarde Line,485000000.0,2019,42500,DKI Jakarta,6,0.030305866496948698,470733998.29218227,885769066.165731,912613065.2320765,69172511.31225811,7.809316666666666,71268844.2053461
2020 Mitsubishi Xpander Cross 1.5 Premium MPV,Mitsubishi,Xpander Cross Premium,210000000.0,2020,47500,DKI Jakarta,5,0.019209680056685,206041999.1186902,348933934.72995335,355636843.97703594,28578387.122252632,8.190199999999997,29127368.795407187
2015 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,490000000.0,2015,86000,DKI Jakarta,10,0.0636312113115612,460685992.2771373,1321234522.4012523,1405306275.4882958,86054853.0124115,6.513215599,91530627.54882959
2020 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,150000000.0,2020,43000,DKI Jakarta,5,0.019209680056685,147172856.51335013,249238524.80710953,254026317.12645426,20413133.658751883,8.190199999999999,20805263.425290853
2017 Nissan Serena 2.0 Highway Star MPV,Nissan,Serena Highway Star,160000000.0,2017,87500,DKI Jakarta,8,0.0380879806953157,154129517.89773285,358051703.6308824,371689170.0067003,25490273.21664369,7.1191598749999985,26461146.250837535
2021 Honda City 1.5 RS Hatchback,Honda,City RS,205000000.0,2021,49000,DKI Jakarta,4,0.015601299052567299,201850864.30200523,307652590.00458044,312452370.06553876,26450431.4256438,8.5975,26863092.51638469
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,140000000.0,2019,62500,DKI Jakarta,6,0.030305866496948698,135881978.888465,255685916.00660276,263434699.2422489,19967322.853022963,7.809316666666666,20572449.873708148
2020 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,149000000.0,2020,42500,DKI Jakarta,5,0.019209680056685,146191704.13659447,247576934.64172882,252332808.34561124,20277046.10102687,8.190199999999999,20666561.66912225
2010 Toyota Vellfire 2.4 Z MPV,Toyota,Vellfire Z,198000000.0,2010,77000,Banten,15,0.0513420400767928,188330716.7908339,914710191.132746,961673278.4245342,48425298.2894608,5.294059119369006,50911551.89496895
2021 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,235000000.0,2021,41000,DKI Jakarta,4,0.015601299052567299,231390015.1754694,352674920.24915314,358177107.1483005,30321226.268420935,8.597499999999998,30794276.787075132
2023 Honda HR-V 1.5 Special Edition SUV,Honda,HR-V Special Edition,325000000.0,2023,26000,DKI Jakarta,2,0.036701314237700705,313494345.5135644,387030056.1895857,401234567.9012346,36767855.33801064,9.5,38117283.95061731
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,140000000.0,2019,42500,DKI Jakarta,6,0.030305866496948698,135881978.888465,255685916.00660276,263434699.2422489,19967322.853022963,7.809316666666666,20572449.873708148
2024 Honda WR-V 1.5 RS SUV,Honda,WR-V RS,234000000.0,2024,5000,DKI Jakarta,1,0.0226,228828476.43262273,254253862.70291415,260000000.0,25425386.270291418,10.0,26000000.0
2016 Toyota Sienta 1.5 Q MPV,Toyota,Sienta Q,168000000.0,2016,97000,DKI Jakarta,9,0.035258051568793,162278380.492109,418868864.9662743,433637365.00781703,28510053.830462813,6.806439011111111,29515262.778646335
2017 Nissan Grand Livina 1.5 Highway Star Autech MPV,Nissan,Grand Livina Highway Star Autech,120000000.0,2017,102500,DKI Jakarta,8,0.0380879806953157,115597138.42329964,268538777.7231618,278766877.50502527,19117704.912482772,7.1191598749999985,19845859.68812816
2021 Honda City 1.5 RS Hatchback,Honda,City RS,205000000.0,2021,47500,DKI Jakarta,4,0.015601299052567299,201850864.30200523,307652590.00458044,312452370.06553876,26450431.4256438,8.5975,26863092.51638469
2018 Daihatsu Sigra 1.2 X MPV,Daihatsu,Sigra X,92000000.0,2018,97500,DKI Jakarta,7,0.031983464156241,89148715.26087874,186387817.4014482,192349145.4784674,13891300.305795636,7.452901428571428,14335592.211209629
2015 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,210000000.0,2015,95000,DKI Jakarta,10,0.0636312113115612,197436853.83305883,566243366.7433938,602274118.0664124,36880651.29103349,6.513215598999998,39227411.80664124
2018 Toyota Rush 1.5 TRD Sportivo SUV,Toyota,Rush TRD Sportivo,205000000.0,2018,56000,Jawa Barat,7,0.031983464156241,198646593.78782764,415320680.07931393,428604074.1639764,30953440.898783755,7.452901428571428,31943439.166282337
2019 Honda Mobilio 1.5 E MPV,Honda,Mobilio E,165000000.0,2019,13000,Jawa Barat,6,0.030305866496948698,160146617.97569087,301344115.2934961,310476609.8212219,23532916.2196342,7.809316666666666,24246101.636870313
2022 Toyota Veloz 1.5 (Non Premium Color) MPV,Toyota,Veloz (Non Premium Color),223000000.0,2022,10000,Jawa Barat,3,0.042094638340216504,213992080.75303075,293541948.9067637,305898491.0836762,26516622.717910975,9.03333333333333,27632830.361225408
2022 Toyota Kijang Innova 2.0 G MPV,Toyota,Kijang Innova G,318000000.0,2022,19000,Jawa Barat,3,0.042094638340216504,305154626.36530846,418593451.80426395,436213991.7695473,37812941.81298516,9.03333333333333,39404663.92318243
2021 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,275000000.0,2021,14000,Jawa Barat,4,0.015601299052567299,270775549.6734216,412704693.90858346,419143423.2586495,35482286.05879046,8.5975,36035855.81466238
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,150000000.0,2019,42500,DKI Jakarta,6,0.030305866496948698,145587834.52335533,273949195.7213601,282251463.4738381,21393560.199667457,7.809316666666666,22041910.578973014
2018 Toyota Fortuner 2.4 VRZ 4X4 SUV,Toyota,Fortuner VRZ 4X4,410000000.0,2018,98000,DKI Jakarta,7,0.031983464156241,397293187.5756553,830641360.1586279,857208148.3279527,61906881.79756751,7.452901428571428,63886878.332564674
2016 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,215000000.0,2016,67000,DKI Jakarta,9,0.035258051568793,207677689.32025856,536052416.47469634,554952580.2183373,36486080.79493753,6.8064390111111095,37772508.91314859
2018 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,235000000.0,2018,65000,DKI Jakarta,7,0.031983464156241,227716827.0250707,476099316.1884818,491326621.602607,35483212.73763016,7.452901428571428,36618088.80037243
2019 Toyota Agya 1.2 TRD Hatchback,Toyota,Agya TRD,115000000.0,2019,27500,DKI Jakarta,6,0.030305866496948698,111617339.80123909,210027716.7197094,216392788.66327587,16401729.486411719,7.809316666666666,16898798.110545978
2022 Nissan Livina 1.5 VL MPV,Nissan,Livina VL,200000000.0,2022,34000,DKI Jakarta,3,0.042094638340216504,191921148.65742669,263266321.88947415,274348422.4965706,23781724.41068249,9.03333333333333,24782807.49885686
2021 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,238000000.0,2021,42500,DKI Jakarta,4,0.015601299052567299,234343930.26281583,357177153.2736105,362749580.85657674,30708305.75269866,8.5975,31187395.214144185
2024 Honda WR-V 1.5 RS SUV,Honda,WR-V RS,230000000.0,2024,7500,DKI Jakarta,1,0.0226,224916878.5448856,249907642.82765067,255555555.55555555,24990764.28276506,9.999999999999998,25555555.555555552
2017 Toyota Sienta 1.5 G MPV,Toyota,Sienta G,150000000.0,2017,77500,Jawa Timur,8,0.0380879806953157,144496423.02912456,335673472.15395224,348458596.88128155,23897131.14060346,7.1191598749999985,24807324.610160194
2013 Lexus RX 270 2.7 SUV,Lexus,RX 270,280000000.0,2013,67500,DKI Jakarta,12,0.06412513301564181,263126949.37154934,931655210.8892148,991397725.2122015,55710688.45980545,5.979753862658333,59283143.767683454
2022 Toyota Kijang Innova Zenix 2.0 V (Non Premium Color) MPV,Toyota,Kijang Innova Zenix V (Non Premium Color),395000000.0,2022,27500,Jawa Barat,3,0.042094638340216504,379044268.5984177,519950985.73171145,541838134.4307269,46968905.71109792,9.033333333333331,48946044.810242295
2024 Toyota Avanza 1.5 G MPV,Toyota,Avanza G,215000000.0,2024,27500,Jawa Barat,1,0.0226,210248386.4658713,233609318.29541254,238888888.88888887,23360931.829541236,9.999999999999993,23888888.888888866
2023 Hyundai Stargazer 1.5 Prime MPV,Hyundai,Stargazer Prime,219000000.0,2023,47500,Banten,2,0.036701314237700705,211246958.97683263,260798714.7862131,270370370.3703704,24775877.904690236,9.499999999999996,25685185.185185194
2021 Toyota Raize 1.0 GR Sport (2 Tone) SUV,Toyota,Raize GR Sport (2 Tone),182000000.0,2021,37500,DKI Jakarta,4,0.015601299052567299,179204181.9656827,273135470.15040797,277396738.3020881,23482822.04618132,8.597499999999998,23849184.57552202
2021 Mazda CX-3 1.5 Sport SUV,Mazda,CX-3 Sport,248000000.0,2021,28000,DKI Jakarta,4,0.015601299052567299,244190313.8873039,372184596.68846804,377991159.884164,31998570.700291038,8.5975,32497789.971040994
2019 Toyota Fortuner 2.4 VRZ TRD 4X2 SUV,Toyota,Fortuner VRZ TRD 4X2,395000000.0,2019,105000,Banten,6,0.030305866496948698,383381297.57816905,721399548.7329149,743262187.1477736,56336375.192457646,7.809316666666668,58043697.85796227
2017 Nissan Serena 2.0 Highway Star MPV,Nissan,Serena Highway Star,160000000.0,2017,86000,DKI Jakarta,8,0.0380879806953157,154129517.89773285,358051703.6308824,371689170.0067003,25490273.21664369,7.1191598749999985,26461146.250837535
2022 Toyota Voxy 2.0 (Premium Color) MPV,Toyota,Voxy (Premium Color),385000000.0,2022,52000,DKI Jakarta,3,0.042094638340216504,369448211.16554636,506787669.6372377,528120713.30589837,45779819.49056379,9.03333333333333,47706904.435299456
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,177500000.0,2019,77500,Jawa Timur,6,0.030305866496948698,172278937.51930383,324173214.9369428,333997565.1107085,25315712.90293983,7.809316666666666,26082927.51845141
2022 Wuling Cortez 1.5 CT L Lux+ MPV,Wuling,Cortez CT L Lux+,160000000.0,2022,40000,DKI Jakarta,3,0.042094638340216504,153536918.92594135,210613057.51157933,219478737.9972565,19025379.528545994,9.033333333333331,19826245.999085497
2018 Toyota Calya 1.2 G MPV,Toyota,Calya G,110000000.0,2018,42500,DKI Jakarta,7,0.031983464156241,106590855.20322458,222854999.06694892,229982673.94164583,16609163.409103477,7.452901428571428,17140381.99166369
2018 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,115000000.0,2018,72500,DKI Jakarta,7,0.031983464156241,111435894.07609843,232984771.75181025,240436431.8480843,17364125.382244546,7.452901428571428,17919490.264012042
2020 Toyota Yaris 1.5 TRD Sportivo Hatchback,Toyota,Yaris TRD Sportivo,190000000.0,2020,42500,DKI Jakarta,5,0.019209680056685,186418951.58357683,315702131.4223387,321766668.3601754,25856635.96775238,8.190199999999997,26353333.672035076
2020 Mitsubishi Xpander Cross 1.5 Premium MPV,Mitsubishi,Xpander Cross Premium,205000000.0,2020,47000,DKI Jakarta,5,0.019209680056685,201136237.23491186,340625983.9030497,347169300.07282084,27897949.33362757,8.190199999999997,28433860.014564168
2018 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,215000000.0,2018,72500,DKI Jakarta,7,0.031983464156241,208336671.53357533,435580225.44903654,449511589.9768532,32463364.845065888,7.452901428571428,33501655.710979026
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,145000000.0,2019,62500,DKI Jakarta,6,0.030305866496948698,140734906.70591018,264817555.86398146,272843081.35804355,20680441.526345212,7.809316666666666,21307180.226340592
2023 Nissan Serena 2.0 Highway Star MPV,Nissan,Serena Highway Star,382000000.0,2023,32500,DKI Jakarta,2,0.036701314237700705,368476430.7267126,454909173.7366822,471604938.2716049,43216371.504984796,9.499999999999996,44802469.13580245
2020 Toyota Yaris 1.5 TRD Sportivo 7 AB Hatchback,Toyota,Yaris TRD Sportivo 7 AB,192000000.0,2020,47000,DKI Jakarta,5,0.019209680056685,188381256.33708817,319025311.7531002,325153685.92186147,26128811.08320241,8.190199999999999,26630737.184372295
2015 Daihatsu Terios 1.5 TX SUV,Daihatsu,Terios TX,145000000.0,2015,112500,Jawa Timur,10,0.0636312113115612,136325446.6942549,390977562.751391,415855938.6649039,25465211.60571361,6.513215599,27085593.866490386
2018 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,350000000.0,2018,72500,DKI Jakarta,7,0.031983464156241,339152721.1011691,709084087.940292,731763053.4506912,52847338.1198747,7.452901428571428,54537579.06438446
2022 KIA Seltos 1.4 GT Line SUV,KIA,Seltos GT Line,279000000.0,2022,12500,Banten,3,0.042094638340216504,267730002.37711024,367256519.0358165,382716049.38271606,33175505.552902084,9.033333333333331,34572016.46090535
2016 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,595000000.0,2016,63000,DKI Jakarta,9,0.035258051568793,574735930.9095527,1483493896.755555,1535799001.069352,100973107.31622247,6.806439011111111,104533222.3410391
2022 Toyota Agya 1.2 GR Sport Hatchback,Toyota,Agya GR Sport,140900000.0,2022,17500,Banten,3,0.042094638340216504,135208449.2291571,185471123.77113453,193278463.64883396,16754224.847325811,9.03333333333333,17459487.882944655
2022 Hyundai Creta 1.5 Prime SUV,Hyundai,Creta Prime,290000000.0,2022,12500,Jawa Timur,3,0.042094638340216504,278285665.5532687,381736166.7397375,397805212.62002736,34483500.39548961,9.033333333333331,35935070.873342454
2009 Toyota Alphard 2.4 S MPV,Toyota,Alphard S,195000000.0,2009,96000,DKI Jakarta,16,0.0438641555014731,186805916.2413924,1008115925.370139,1052336079.0840863,51331875.570546664,5.091862381967599,53583504.94275539
2013 Nissan Grand Livina 1.5 XV MPV,Nissan,Grand Livina XV,94000000.0,2013,97500,DKI Jakarta,12,0.06412513301564181,88335475.8604487,312769963.655665,332826379.178382,18702873.982934687,5.979753862658332,19902198.264865164
2017 Toyota Avanza 1.3 G MPV,Toyota,Avanza G,115000000.0,2017,111000,DKI Jakarta,8,0.0380879806953157,110780590.98899549,257349661.98469675,267151590.94231588,18321133.874462657,7.1191598749999985,19018948.867789485
2014 BMW 320i 2.0 Sport Sedan,BMW,320i Sport,260000000.0,2014,83000,DKI Jakarta,11,0.0639492540819922,244372557.2460088,778726277.222084,828525241.784483,48577610.90691593,6.238085490090909,51684112.88949845
2018 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,114000000.0,2018,42000,DKI Jakarta,7,0.031983464156241,110466886.30152366,230958817.21483797,238345680.2667966,17213132.98761633,7.452901428571428,17763668.60954237
2015 Honda HR-V 1.5 E SUV,Honda,HR-V E,170000000.0,2015,92500,DKI Jakarta,10,0.0636312113115612,159829834.05533335,458387487.3636998,487555238.4347149,29855765.330836643,6.513215598999998,31755523.84347149
2023 Toyota Voxy 2.0 (Premium Color) MPV,Toyota,Voxy (Premium Color),465000000.0,2023,27500,DKI Jakarta,2,0.036701314237700705,448538063.58094597,553750695.7789456,574074074.074074,52606316.0989998,9.499999999999995,54537037.037037015
2018 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,235000000.0,2018,67500,DKI Jakarta,7,0.031983464156241,227716827.0250707,476099316.1884818,491326621.602607,35483212.73763016,7.452901428571428,36618088.80037243
2020 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,125000000.0,2020,25000,DKI Jakarta,5,0.019209680056685,122644047.09445845,207698770.6725913,211688597.60537857,17010944.71562657,8.190199999999999,17337719.521075714
2022 Nissan Livina 1.5 VL MPV,Nissan,Livina VL,205000000.0,2022,32500,DKI Jakarta,3,0.042094638340216504,196719177.37386236,269847979.936711,281207133.0589849,24376267.520949554,9.033333333333331,25402377.686328292
2019 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,265000000.0,2019,52500,DKI Jakarta,6,0.030305866496948698,257205174.32459444,483976912.4410695,498644252.1371139,37795289.686079174,7.809316666666666,38940708.68951899
2021 Toyota Fortuner 2.4 VRZ 4X2 SUV,Toyota,Fortuner VRZ 4X2,455000000.0,2021,67500,DKI Jakarta,4,0.015601299052567299,448010454.91420674,682838675.3760201,693491845.7552203,58707055.11545333,8.5975,59622961.43880507
2018 Honda BR-V 1.5 Prestige SUV,Honda,BR-V Prestige,162000000.0,2018,77000,DKI Jakarta,7,0.031983464156241,156979259.48111257,328204634.9895066,338701756.1686057,24460767.929770578,7.452901428571428,25243108.024086528
2023 Honda BR-V 1.5 Prestige Honda Sensing SUV,Honda,BR-V Prestige Honda Sensing,240000000.0,2023,43000,DKI Jakarta,2,0.036701314237700705,231503516.68693987,285806810.7246171,296296296.2962963,27151647.01883863,9.500000000000002,28148148.14814815
2019 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,725000000.0,2019,57500,DKI Jakarta,6,0.030305866496948698,703674533.5295508,1324087779.319907,1364215406.7902172,103402207.63172603,7.809316666666666,106535901.13170286
2023 Toyota Yaris Cross 1.5 S HV with GR Parts Aero Pkg (Prem Clr) SUV,Toyota,Yaris Cross S HV with GR Parts Aero Pkg (Prem Clr),345000000.0,2023,12500,DKI Jakarta,2,0.036701314237700705,332786305.23747605,410847290.41663706,425925925.9259259,39030492.589580506,9.499999999999996,40462962.962962955
2022 Suzuki XL7 1.5 Beta SUV,Suzuki,XL7 Beta,213000000.0,2022,17500,Banten,3,0.042094638340216504,204396023.32015944,280378632.81229,292181069.9588477,25327536.49737686,9.033333333333331,26393689.98628257
2014 Honda CR-V 2.4 SUV,Honda,CR-V,155000000.0,2014,119000,DKI Jakarta,11,0.0639492540819922,145683639.8966591,464240665.26701164,493928509.5253648,28959729.579122957,6.238085490090908,30811682.684124075
2016 Mazda CX-5 2.5 Grand Touring SUV,Mazda,CX-5 Grand Touring,226000000.0,2016,57500,DKI Jakarta,9,0.035258051568793,218303059.47152758,563478354.0617738,583345502.9271824,38352810.51002736,6.806439011111111,39705055.88079805
2022 Mitsubishi Xpander 1.5 GLS MPV,Mitsubishi,Xpander GLS,198000000.0,2022,52500,Jawa Timur,3,0.042094638340216504,190001937.17085242,260633658.67057943,271604938.2716049,23543907.16657567,9.033333333333331,24534979.4238683
2022 Suzuki XL7 1.5 Beta SUV,Suzuki,XL7 Beta,214000000.0,2022,17500,Jawa Barat,3,0.042094638340216504,205355629.06344655,281694964.4217374,293552812.07133055,25446445.119430274,9.033333333333331,26517604.023776848
2013 Suzuki Ertiga 1.4 GX MPV,Suzuki,Ertiga GX,125000000.0,2013,127500,Jawa Timur,12,0.06412513301564181,117467388.11229882,415917504.8612566,442588270.18401855,24870843.062413145,5.979753862658332,26465689.182001546
2014 Daihatsu Ayla 1.0 X Hatchback,Daihatsu,Ayla X,93000000.0,2014,107500,Jawa Timur,11,0.0639492540819922,87410183.93799546,278544399.160207,296357105.7152189,17375837.747473773,6.238085490090908,18487009.610474445
2003 Toyota Kijang 2.0 Minibus GL Long (LGX) MPV,Toyota,Kijang Minibus GL Long (LGX),75000000.0,2003,197500,Jawa Timur,22,0.0675731719362853,70252795.75354123,491769570.2747886,525000000.00000006,19159853.387329426,3.896103896103896,20454545.454545457
2012 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris E,113000000.0,2012,137500,Jawa Timur,13,0.0427949999641975,108362621.61199436,426311335.5720705,444555329.1626142,24457593.381544314,5.737026285900768,25504256.089431863
2018 Honda Civic 1.5 E Hatchback,Honda,Civic E,385000000.0,2018,37500,Jawa Timur,7,0.031983464156241,373067993.211286,779992496.7343212,804939358.7957604,58132071.931862175,7.452901428571428,59991336.970822915
2021 Toyota Fortuner 2.4 VRZ TRD 4X2 SUV,Toyota,Fortuner VRZ TRD 4X2,468000000.0,2021,57500,Jawa Timur,4,0.015601299052567299,460810753.6260412,702348351.8153348,713305898.4910836,60384399.547323406,8.5975,61326474.622770905
2018 Toyota Avanza 1.3 G MPV,Toyota,Avanza G,157000000.0,2018,107500,Jawa Timur,7,0.031983464156241,152134220.60823873,318074862.3046453,328247998.2621672,23705805.95662951,7.452901428571428,24463999.751738172
2012 Toyota Fortuner 2.5 G SUV,Toyota,Fortuner G,247000000.0,2012,152500,Jawa Timur,13,0.0427949999641975,236863429.541262,931848671.5601895,971727135.4262452,53460403.23222519,5.737026285900768,55748241.18663425
2017 Daihatsu Sigra 1.2 R Deluxe MPV,Daihatsu,Sigra R Deluxe,115000000.0,2017,92500,Jawa Timur,8,0.0380879806953157,110780590.98899549,257349661.98469675,267151590.94231588,18321133.874462657,7.1191598749999985,19018948.867789485
2016 Honda HR-V 1.5 E SUV,Honda,HR-V E,199000000.0,2016,122500,Jawa Timur,9,0.035258051568793,192222605.46386722,496160143.62076545,513653783.55092615,33770837.5729887,6.806439011111111,34961531.50565846
2018 Mitsubishi Xpander 1.5 GLS MPV,Mitsubishi,Xpander GLS,177000000.0,2018,122500,Jawa Timur,7,0.031983464156241,171514376.0997341,358593953.04409057,370063029.88792104,26725653.84919378,7.452901428571428,27580432.841131575
